"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0090066","GO:0090066","regulation of anatomical structure size","34/622","492/18614",5.5447265340271e-05,0.0011989466650389,0.000958943043082947,"150/358/477/552/554/857/1908/1910/90952/2149/2934/3043/3357/3363/57611/3672/256949/10365/56262/4131/4803/4846/4881/8829/5021/130271/56920/9037/57556/10501/85358/9353/6915/7484",34
"GO:0035767","GO:0035767","endothelial cell chemotaxis","7/622","31/18614",5.87510875595639e-05,0.00126427821113754,0.00101119660318865,"4856/1960/2247/3791/3164/8829/9037",7
"GO:0050900","GO:0050900","leukocyte migration","29/622","393/18614",6.17015622532245e-05,0.00132141718969107,0.00105689757352413,"347/6358/56477/4856/4345/947/1511/1843/1908/1910/2321/148823/90865/3672/58494/83700/10894/4739/80310/5175/5228/83483/5764/1901/6403/9353/7060/7424/2277",29
"GO:0007620","GO:0007620","copulation","6/622","22/18614",6.41539288023917e-05,0.00136739516818812,0.00109367173863125,"92/552/1910/5021/6863/7432",6
"GO:0086002","GO:0086002","cardiac muscle cell action potential involved in contraction","9/622","54/18614",6.79686463759691e-05,0.00144183725677174,0.00115321210438848,"287/775/8913/781/857/10052/3764/6327/6330",9
"GO:0048844","GO:0048844","artery morphogenesis","11/622","80/18614",6.8602492969048e-05,0.00144841867230877,0.00115847606051506,"94/221395/54567/1948/2022/23462/182/8829/5311/6909/7048",11
"GO:0030323","GO:0030323","respiratory tube development","18/622","190/18614",7.14089907843838e-05,0.00150059456690564,0.00120020745074222,"8854/2034/2252/2324/2735/2736/57493/3202/3791/10365/4846/5125/5154/91461/10252/10253/6909/7048",18
"GO:0051482","GO:0051482","positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G protein-coupled signaling pathway","7/622","32/18614",7.30502922355674e-05,0.00152791171984299,0.00122205629066977,"2149/2151/9002/2843/2828/2846/1901",7
"GO:0007043","GO:0007043","cell-cell junction assembly","16/622","157/18614",7.50345465259022e-05,0.00156211455930204,0.00124941244912898,"287/187/857/1003/1004/5010/149461/7122/1366/90952/2701/10052/83700/51599/5175/10266",16
"GO:0048704","GO:0048704","embryonic skeletal system morphogenesis","12/622","95/18614",7.57847586975364e-05,0.00157042861078784,0.0012560622043388,"60529/3199/3200/3201/3202/3236/3232/3235/3373/6913/7048/7484",12
"GO:0030308","GO:0030308","negative regulation of cell growth","18/622","191/18614",7.64408974208799e-05,0.00157429271718142,0.00125915279881802,"94/4856/978/123879/2487/2931/3373/4487/4881/8829/221476/56920/9037/57556/10501/9353/6586/64321",18
"GO:0030178","GO:0030178","negative regulation of Wnt signaling pathway","17/622","174/18614",7.68271817020193e-05,0.00157429271718142,0.00125915279881802,"857/153090/27123/1958/2308/2487/2735/2931/3489/4038/85407/5071/27303/64321/92162/63923/388630",17
"GO:0008344","GO:0008344","adult locomotory behavior","11/622","81/18614",7.70263862964099e-05,0.00157429271718142,0.00125915279881802,"26090/477/10752/1949/3236/3235/163175/4909/80243/5071/6622",11
"GO:0003231","GO:0003231","cardiac ventricle development","14/622","126/18614",8.22461930234758e-05,0.00167333618169581,0.00133836986829111,"187/54567/2022/2931/57493/23462/182/4846/4887/5138/9353/6586/7048/7049",14
"GO:0001558","GO:0001558","regulation of cell growth","30/622","420/18614",8.36037181517587e-05,0.00169325901559852,0.00135430457458505,"94/552/4856/978/123879/10516/2487/2931/3373/3479/57611/26153/8425/4131/4487/4803/4881/8829/57144/221476/5071/8643/56920/9037/57556/10501/9353/6586/8835/64321",30
"GO:0007044","GO:0007044","cell-substrate junction assembly","12/622","96/18614",8.40267914438365e-05,0.00169416179505681,0.001355026636797,"94/347/395/1308/10391/10395/2042/3791/8829/79834/7010/55901",12
"GO:0002064","GO:0002064","epithelial cell development","19/622","210/18614",8.45493944215149e-05,0.00169705421269373,0.00135734005394181,"1003/7122/28514/1910/2034/2487/2623/2828/2931/57493/3202/182/3791/4855/5138/5175/54538/54345/8626",19
"GO:0003151","GO:0003151","outflow tract morphogenesis","11/622","82/18614",8.63199071140548e-05,0.00172485671536834,0.00137957708691213,"7122/2022/182/3725/4887/8829/64321/54345/6909/7048/7049",11
"GO:0014074","GO:0014074","response to purine-containing compound","15/622","143/18614",8.99973381453382e-05,0.00178242515725015,0.00142562155115182,"10060/358/845/1393/2353/2354/2623/7184/5138/5139/5179/5187/5311/7056/7222",15
"GO:0050921","GO:0050921","positive regulation of chemotaxis","15/622","143/18614",8.99973381453382e-05,0.00178242515725015,0.00142562155115182,"1908/2152/2247/3791/4739/8829/80310/5228/5764/1901/9037/9353/7060/7424/2277",15
"GO:0051058","GO:0051058","negative regulation of small GTPase mediated signal transduction","9/622","56/18614",9.12460858537603e-05,0.00179919594837635,0.00143903518659234,"83478/153090/10395/57493/54922/9353/10252/10253/81848",9
"GO:0051924","GO:0051924","regulation of calcium ion transport","22/622","266/18614",9.24043300875065e-05,0.00181404290119158,0.00145091009523366,"117/150/287/187/477/9478/775/781/845/857/30845/2149/9002/2669/57165/4846/5311/5957/6622/7220/7222/7225",22
"GO:0014068","GO:0014068","positive regulation of phosphatidylinositol 3-kinase signaling","11/622","83/18614",9.65552307726715e-05,0.00188725420497152,0.00150946605312735,"2149/2247/2321/3082/3479/3791/5154/80310/5649/6403/7010",11
"GO:0032409","GO:0032409","regulation of transporter activity","25/622","324/18614",9.70201191326287e-05,0.00188787357201805,0.00150996143606448,"5243/10060/150/287/477/482/9478/781/845/857/1393/30845/2669/57520/3736/3788/54413/5311/5649/6327/6330/85358/6622/54997/7225",25
"GO:0014065","GO:0014065","phosphatidylinositol 3-kinase signaling","15/622","144/18614",9.74304725505293e-05,0.00188787357201805,0.00150996143606448,"153090/2149/2247/2321/3082/3357/3479/3791/5154/80310/375033/80243/5649/6403/7010",15
"GO:0046683","GO:0046683","response to organophosphorus","14/622","129/18614",0.000106230216344105,0.00204071437062753,0.00163220675756179,"10060/358/1393/2353/2354/2623/7184/5138/5139/5179/5187/5311/7056/7222",14
"GO:0051928","GO:0051928","positive regulation of calcium ion transport","14/622","129/18614",0.000106230216344105,0.00204071437062753,0.00163220675756179,"117/287/187/781/857/30845/2149/9002/57165/5311/6622/7220/7222/7225",14
"GO:0060317","GO:0060317","cardiac epithelial to mesenchymal transition","7/622","34/18614",0.000110176478095172,0.00210747827330765,0.00168560594692614,"2022/23462/182/4487/10252/7048/7049",7
"GO:0045926","GO:0045926","negative regulation of growth","21/622","252/18614",0.000119150037233734,0.00226942794322636,0.00181513673743306,"94/4856/978/123879/2487/2931/3373/4487/85407/4881/8829/221476/56920/9037/57556/10501/9353/6586/8835/64321/7048",21
"GO:0048008","GO:0048008","platelet-derived growth factor receptor signaling pathway","9/622","58/18614",0.000120867135800127,0.00229237838915834,0.00183349299222226,"347/84159/64651/2152/8829/5154/80310/6622/10628",9
"GO:0007188","GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway","20/622","234/18614",0.000121964948290582,0.00230343927657656,0.00184233972523326,"196883/117/283383/347088/221395/64123/150/9590/554/10203/1395/2774/2828/2931/4887/5138/10266/1901/6915/7432",20
"GO:0010595","GO:0010595","positive regulation of endothelial cell migration","14/622","131/18614",0.000125401763873886,0.00235839619789712,0.00188629543978367,"51378/84913/2247/2324/3791/4846/8829/8613/57381/23328/9037/6997/7010/7424",14
"GO:0060841","GO:0060841","venous blood vessel development","5/622","16/18614",0.000131809586142935,0.00246853434132125,0.00197438626942137,"94/187/1948/2022/57493",5
"GO:0048041","GO:0048041","focal adhesion assembly","11/622","86/18614",0.000133700919427996,0.00248477525579456,0.00198737609824498,"94/347/395/10391/10395/2042/3791/8829/79834/7010/55901",11
"GO:0035025","GO:0035025","positive regulation of Rho protein signal transduction","7/622","35/18614",0.000133787050189117,0.00248477525579456,0.00198737609824498,"2149/2151/9002/2843/2828/2846/157285",7
"GO:0050927","GO:0050927","positive regulation of positive chemotaxis","6/622","25/18614",0.000139799280358354,0.00257995188269789,0.002063500388753,"2152/3791/5228/1901/7424/2277",6
"GO:0043410","GO:0043410","positive regulation of MAPK cascade","33/622","495/18614",0.000140293932469843,0.00257995188269789,0.002063500388753,"150/9590/6358/153090/85458/55715/220164/60401/1908/2149/2247/2321/2324/8322/4616/2690/3082/3357/3479/3481/3489/3672/3725/3791/9365/8829/5154/80310/57161/23328/10253/6997/7010",33
"GO:0050730","GO:0050730","regulation of peptidyl-tyrosine phosphorylation","21/622","255/18614",0.00014064080861892,0.00257995188269789,0.002063500388753,"150/51378/857/5168/2252/2623/2690/3082/3479/3481/4038/4739/8829/5154/80310/5175/8613/5649/6997/7060/85480",21
"GO:0016339","GO:0016339","calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules","8/622","47/18614",0.000147696071640652,0.00265902721752468,0.00212674652339999,"64072/1003/1004/8642/51294/56131/5098/6403",8
"GO:0045601","GO:0045601","regulation of endothelial cell differentiation","8/622","47/18614",0.000147696071640652,0.00265902721752468,0.00212674652339999,"94/81575/84913/1003/7122/3397/182/4855",8
"GO:0050919","GO:0050919","negative chemotaxis","8/622","47/18614",0.000147696071640652,0.00265902721752468,0.00212674652339999,"23768/5154/56920/9037/57556/10501/9353/6586",8
"GO:0061383","GO:0061383","trabecula morphogenesis","8/622","47/18614",0.000147696071640652,0.00265902721752468,0.00212674652339999,"9510/54567/2022/57493/23462/1901/7010/7049",8
"GO:0010232","GO:0010232","vascular transport","11/622","87/18614",0.000148515818673184,0.00265902721752468,0.00212674652339999,"5243/10060/9429/477/482/552/3764/3953/387700/84889/53919",11
"GO:0150104","GO:0150104","transport across blood-brain barrier","11/622","87/18614",0.000148515818673184,0.00265902721752468,0.00212674652339999,"5243/10060/9429/477/482/552/3764/3953/387700/84889/53919",11
"GO:0061448","GO:0061448","connective tissue development","22/622","275/18614",0.000149698681760284,0.00266952708987662,0.00213514454462875,"94/84159/4856/947/54360/64641/2202/1958/2247/2487/2690/2828/3200/3202/3232/3373/4487/4969/80310/91461/7048/7704",22
"GO:0046579","GO:0046579","positive regulation of Ras protein signal transduction","9/622","60/18614",0.000158131294475759,0.00280871299235515,0.00224646838977467,"2149/2151/9002/2843/2828/3479/2846/4803/157285",9
"GO:0048565","GO:0048565","digestive tract development","14/622","134/18614",0.000159760125845839,0.00282642815528053,0.00226063735386602,"8854/60529/8642/1910/2735/2736/3202/5021/5125/91461/64321/6909/7048/8626",14
"GO:0008544","GO:0008544","epidermis development","27/622","375/18614",0.000164205888906892,0.00289101680418851,0.00231229672899796,"60529/64072/1308/28514/60401/2247/2252/9573/2735/2736/182/9314/3861/9079/4038/51599/23764/4804/4909/5154/8643/54345/6692/79987/8626/10628/7538",27
"GO:0048864","GO:0048864","stem cell development","11/622","88/18614",0.000164702699970525,0.00289101680418851,0.00231229672899796,"8854/1908/1910/2247/3357/182/8829/56920/9037/57556/10501",11
"GO:0150115","GO:0150115","cell-substrate junction organization","12/622","103/18614",0.000166420140436391,0.00290975214294252,0.00232728165141516,"94/347/395/1308/10391/10395/2042/3791/8829/79834/7010/55901",12
"GO:0030324","GO:0030324","lung development","17/622","186/18614",0.000174078360794752,0.00302897159534994,0.00242263590512796,"8854/2034/2252/2324/2735/2736/57493/3202/3791/10365/4846/5154/91461/10252/10253/6909/7048",17
"GO:0014706","GO:0014706","striated muscle tissue development","21/622","259/18614",0.000174592196514809,0.00302897159534994,0.00242263590512796,"8854/8913/28514/54567/1948/2022/2247/10052/2735/2931/57493/23462/3479/4487/4629/5239/221476/1901/6909/7048/7049",21
"GO:0050926","GO:0050926","regulation of positive chemotaxis","6/622","26/18614",0.000176640372711404,0.00305267300485037,0.00244159279655146,"2152/3791/5228/1901/7424/2277",6
"GO:0019229","GO:0019229","regulation of vasoconstriction","9/622","61/18614",0.000180083701770446,0.00310021018894045,0.00247961404745461,"150/477/552/554/857/1908/2149/5021/6915",9
"GO:0070252","GO:0070252","actin-mediated cell contraction","12/622","104/18614",0.00018252355521609,0.003130174073361,0.00250357979951572,"10060/287/477/775/8913/781/857/10052/2934/3764/6327/6330",12
"GO:0042698","GO:0042698","ovulation cycle","10/622","75/18614",0.000189202166279014,0.00323232403154529,0.00258528150869798,"2/9510/1958/8322/2662/4846/5021/5764/9353/6586",10
"GO:0086019","GO:0086019","cell-cell signaling involved in cardiac conduction","7/622","37/18614",0.00019330753058426,0.00328990306804239,0.00263133444673632,"287/775/8913/781/845/10052/6330",7
"GO:0048732","GO:0048732","gland development","30/622","441/18614",0.000197259040803705,0.00334443737362645,0.00267495214423206,"8854/84159/857/1028/2247/2252/2487/2735/2736/3082/3200/3202/3232/3235/3481/3725/51599/4487/4855/8829/5021/5154/5311/5764/8835/6909/6997/7048/7049/8626",30
"GO:0046580","GO:0046580","negative regulation of Ras protein signal transduction","8/622","49/18614",0.000199749140909526,0.00337387605551336,0.00269849782813624,"83478/153090/10395/57493/54922/10252/10253/81848",8
"GO:0033555","GO:0033555","multicellular organismal response to stress","11/622","90/18614",0.000201601577508759,0.00339236338695191,0.00271328438902766,"117/150/477/1910/2701/2788/5179/5649/11280/6863/7060",11
"GO:0048738","GO:0048738","cardiac muscle tissue development","20/622","243/18614",0.000202692569557062,0.00339794734583299,0.00271775055810592,"8854/8913/28514/54567/1948/2022/2247/10052/2735/2931/57493/23462/3479/4487/4629/221476/1901/6909/7048/7049",20
"GO:0090092","GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","23/622","301/18614",0.000210083007425752,0.00350869978073756,0.00280633271113505,"92/94/857/4856/1003/1028/2022/2662/9573/64388/54756/8516/3791/8425/4487/63976/10252/10253/7048/7049/7148/9839/23090",23
"GO:0050767","GO:0050767","regulation of neurogenesis","27/622","381/18614",0.000212281290838435,0.00353223441558675,0.00282515621264535,"85458/28514/54567/1949/1959/2247/8322/2670/57165/23462/3397/90865/57611/4038/4131/4803/8829/5764/5649/56920/9037/57556/10501/85358/9353/6692/7424",27
"GO:0060048","GO:0060048","cardiac muscle contraction","14/622","138/18614",0.000218019102937331,0.00361427223980553,0.0028907718093172,"10060/287/477/775/8913/781/845/857/30845/10052/2934/3764/6327/6330",14
"GO:0048251","GO:0048251","elastic fiber assembly","4/622","10/18614",0.000220799839502373,0.00363345618239935,0.00290611553462682,"10516/4239/4629/7148",4
"GO:0061299","GO:0061299","retina vasculature morphogenesis in camera-type eye","4/622","10/18614",0.000220799839502373,0.00363345618239935,0.00290611553462682,"22899/8322/8829/57381",4
"GO:0060021","GO:0060021","roof of mouth development","11/622","91/18614",0.000222531602590831,0.00364854012159911,0.00291817999001895,"60529/84159/7122/64651/4223/4487/91461/6909/7048/7049/7484",11
"GO:0031099","GO:0031099","regeneration","17/622","190/18614",0.000224645102967537,0.00366974993022882,0.0029351440460722,"347/471/4856/2623/2670/2735/3082/3479/3725/9314/4131/5228/5764/8578/6442/7048/7049",17
"GO:0048846","GO:0048846","axon extension involved in axon guidance","7/622","38/18614",0.000230199986503954,0.00373324325939021,0.00298592736117447,"8829/56920/9037/57556/10501/9353/6586",7
"GO:1902284","GO:1902284","neuron projection extension involved in neuron projection guidance","7/622","38/18614",0.000230199986503954,0.00373324325939021,0.00298592736117447,"8829/56920/9037/57556/10501/9353/6586",7
"GO:0001885","GO:0001885","endothelial cell development","9/622","63/18614",0.000231638636361678,0.00374301276662408,0.00299374122084768,"1003/7122/1910/57493/4855/5138/5175/54538/54345",9
"GO:0061298","GO:0061298","retina vasculature development in camera-type eye","5/622","18/18614",0.000244585983921817,0.00393801030228076,0.00314970439726656,"94/22899/8322/8829/57381",5
"GO:0071695","GO:0071695","anatomical structure maturation","20/622","247/18614",0.000251597159183432,0.0040363759301256,0.00322837931855443,"94/8854/1003/1028/8642/1910/2034/3202/3479/3791/10365/163175/26468/5139/6196/1901/8578/54345/6886/7704",20
"GO:0051893","GO:0051893","regulation of focal adhesion assembly","9/622","64/18614",0.000261681020121292,0.00416814726787433,0.00333377283712915,"94/347/395/10395/2042/3791/8829/79834/7010",9
"GO:0090109","GO:0090109","regulation of cell-substrate junction assembly","9/622","64/18614",0.000261681020121292,0.00416814726787433,0.00333377283712915,"94/347/395/10395/2042/3791/8829/79834/7010",9
"GO:0061045","GO:0061045","negative regulation of wound healing","10/622","78/18614",0.000262604452533637,0.00416814726787433,0.00333377283712915,"170692/947/149461/2247/22915/4846/5154/5627/7035/7056",10
"GO:0032970","GO:0032970","regulation of actin filament-based process","27/622","387/18614",0.000272482134481842,0.00430376847627228,0.00344224556413198,"287/395/22899/477/775/857/10391/85458/10395/2042/90952/2934/3397/83700/256949/4739/8829/5154/130271/5071/1901/9037/85358/9353/11346/171024/7010",27
"GO:0003272","GO:0003272","endocardial cushion formation","6/622","28/18614",0.00027307199447304,0.00430376847627228,0.00344224556413198,"187/8642/2022/4487/6909/7048",6
"GO:0086001","GO:0086001","cardiac muscle cell action potential","10/622","79/18614",0.000291825342745465,0.0045738991885808,0.00365830185324381,"287/477/775/8913/781/857/10052/3764/6327/6330",10
"GO:0048588","GO:0048588","developmental cell growth","19/622","231/18614",0.000292255399449086,0.0045738991885808,0.00365830185324381,"1908/2931/3479/57611/4131/4803/54413/8829/221476/5071/56920/9037/57556/10501/9353/6586/8128/7048/63923",19
"GO:0031345","GO:0031345","negative regulation of cell projection organization","17/622","195/18614",0.000305469360265578,0.00476404479633702,0.00381038435453229,"83478/26052/1948/1949/2670/2931/3397/4038/7025/8829/157285/56920/9037/57556/10501/9353/10253",17
"GO:0010977","GO:0010977","negative regulation of neuron projection development","14/622","143/18614",0.000315815472353036,0.00490829879948676,0.00392576177438843,"26052/1948/1949/2670/2931/4038/7025/8829/157285/56920/9037/57556/10501/9353",14
"GO:0003184","GO:0003184","pulmonary valve morphogenesis","5/622","19/18614",0.000322861481679074,0.00498746441972738,0.00398908012122968,"11096/23462/182/4846/9353",5
"GO:0060538","GO:0060538","skeletal muscle organ development","16/622","178/18614",0.00032313777518341,0.00498746441972738,0.00398908012122968,"857/1674/28514/1958/1959/2353/3131/3236/3235/3481/23764/4223/3164/64091/11280/150572",16
"GO:0042391","GO:0042391","regulation of membrane potential","29/622","433/18614",0.000324679330568912,0.00499097361926507,0.00399188685365705,"340273/287/477/482/775/8913/781/845/857/1145/149461/30845/10052/2893/2931/100131897/3736/3764/3791/54413/64091/5071/5649/11280/6327/6330/85358/6547/6622",29
"GO:0014033","GO:0014033","neural crest cell differentiation","11/622","95/18614",0.000325595240577614,0.00499097361926507,0.00399188685365705,"8854/1908/1910/2487/3357/182/8829/56920/9037/57556/10501",11
"GO:0003094","GO:0003094","glomerular filtration","6/622","29/18614",0.000334667165619299,0.00509513684799995,0.00407519881944589,"221395/358/947/10391/2149/4162",6
"GO:0010996","GO:0010996","response to auditory stimulus","6/622","29/18614",0.000334667165619299,0.00509513684799995,0.00407519881944589,"26090/477/9379/5764/11280/85358",6
"GO:0120193","GO:0120193","tight junction organization","10/622","81/18614",0.000358459100860804,0.00543885740831511,0.00435011383417518,"1003/5010/149461/7122/1366/90952/51599/5175/10266/79987",10
"GO:0014066","GO:0014066","regulation of phosphatidylinositol 3-kinase signaling","12/622","112/18614",0.000366263197218474,0.00552072662206036,0.00441559457260413,"153090/2149/2247/2321/3082/3479/3791/5154/80310/5649/6403/7010",12
"GO:0035265","GO:0035265","organ growth","16/622","180/18614",0.000366321672643416,0.00552072662206036,0.00441559457260413,"28514/1848/2247/2252/2735/2931/57493/3479/3481/3953/221476/1901/10253/6909/7048/7049",16
"GO:0072073","GO:0072073","kidney epithelium development","14/622","146/18614",0.000390894520215439,0.005871288162699,0.00469598114889688,"358/947/8642/28514/1910/1948/2247/182/26249/5175/5311/9353/10252/7484",14
"GO:0014032","GO:0014032","neural crest cell development","10/622","82/18614",0.000396256211103406,0.00588039771625113,0.00470326716357887,"8854/1908/1910/3357/182/8829/56920/9037/57556/10501",10
"GO:0051279","GO:0051279","regulation of release of sequestered calcium ion into cytosol","10/622","82/18614",0.000396256211103406,0.00588039771625113,0.00470326716357887,"287/187/477/775/845/2149/9002/5311/6622/7220",10
"GO:0007200","GO:0007200","phospholipase C-activating G protein-coupled receptor signaling pathway","12/622","113/18614",0.000397599293903572,0.00588039771625113,0.00470326716357887,"150/886/1910/2149/2151/9002/2843/2828/3357/2846/1901/7432",12
"GO:0032414","GO:0032414","positive regulation of ion transmembrane transporter activity","12/622","113/18614",0.000397599293903572,0.00588039771625113,0.00470326716357887,"5243/287/482/781/30845/3736/54413/5311/5649/85358/54997/7225",12
"GO:0050819","GO:0050819","negative regulation of coagulation","8/622","54/18614",0.000398069818593408,0.00588039771625113,0.00470326716357887,"170692/947/4846/5154/10544/5627/7035/7056",8
"GO:0045907","GO:0045907","positive regulation of vasoconstriction","6/622","30/18614",0.000406627763950137,0.00598705878763425,0.00478857695704437,"552/554/857/2149/5021/6915",6
"GO:0006941","GO:0006941","striated muscle contraction","16/622","182/18614",0.000414390155932488,0.00608134537034038,0.00486398937127313,"10060/287/477/775/8913/781/845/857/30845/10052/2934/3764/3164/6327/6330/6547",16
"GO:0060216","GO:0060216","definitive hemopoiesis","5/622","20/18614",0.000418720587441985,0.00612481486728865,0.00489875719948466,"2623/4211/6886/7010/7049",5
"GO:0048639","GO:0048639","positive regulation of developmental growth","15/622","165/18614",0.000436088614485348,0.00635021112035169,0.00507903391663518,"28514/2247/2690/2735/3479/3481/57611/4131/4803/8829/5071/9037/6909/7048/7049",15
"GO:0085029","GO:0085029","extracellular matrix assembly","7/622","42/18614",0.000438385888335271,0.00635021112035169,0.00507903391663518,"10516/3036/4239/4629/10266/7075/7148",7
"GO:0086091","GO:0086091","regulation of heart rate by cardiac conduction","7/622","42/18614",0.000438385888335271,0.00635021112035169,0.00507903391663518,"287/775/8913/781/857/6327/6330",7
"GO:0010761","GO:0010761","fibroblast migration","8/622","55/18614",0.000452398465297499,0.00653205009894066,0.00522447259924208,"9590/358/84159/4856/114757/2247/3036/7145",8
"GO:0032835","GO:0032835","glomerulus development","9/622","69/18614",0.000464470801007922,0.00663728452772443,0.00530864133361338,"358/947/1910/1958/2828/182/80310/5175/7010",9
"GO:0150116","GO:0150116","regulation of cell-substrate junction organization","9/622","69/18614",0.000464470801007922,0.00663728452772443,0.00530864133361338,"94/347/395/10395/2042/3791/8829/79834/7010",9
"GO:0010596","GO:0010596","negative regulation of endothelial cell migration","11/622","99/18614",0.000466165483377033,0.00663728452772443,0.00530864133361338,"94/51378/153090/54567/2247/9314/4223/79812/5797/9353/6915",11
"GO:0042303","GO:0042303","molting cycle","12/622","115/18614",0.000467101122929669,0.00663728452772443,0.00530864133361338,"60529/2252/2736/3861/9079/4038/4804/5154/5187/8643/54345/8626",12
"GO:0042633","GO:0042633","hair cycle","12/622","115/18614",0.000467101122929669,0.00663728452772443,0.00530864133361338,"60529/2252/2736/3861/9079/4038/4804/5154/5187/8643/54345/8626",12
"GO:0060828","GO:0060828","regulation of canonical Wnt signaling pathway","20/622","260/18614",0.000488981152347914,0.00690094768750814,0.00551952473665754,"857/153090/27123/1958/2247/2308/2487/2735/2931/3489/4038/85407/5071/27303/9037/64321/83595/92162/63923/9839",20
"GO:0097205","GO:0097205","renal filtration","6/622","31/18614",0.000490118166283873,0.00690094768750814,0.00551952473665754,"221395/358/947/10391/2149/4162",6
"GO:0045602","GO:0045602","negative regulation of endothelial cell differentiation","4/622","12/18614",0.0004933653395895,0.00690094768750814,0.00551952473665754,"94/3397/182/4855",4
"GO:0072070","GO:0072070","loop of Henle development","4/622","12/18614",0.0004933653395895,0.00690094768750814,0.00551952473665754,"358/28514/182/5311",4
"GO:0086067","GO:0086067","AV node cell to bundle of His cell communication","4/622","12/18614",0.0004933653395895,0.00690094768750814,0.00551952473665754,"775/8913/10052/6330",4
"GO:0010810","GO:0010810","regulation of cell-substrate adhesion","18/622","222/18614",0.000496047569264244,0.00691685021815188,0.00553224391889717,"25890/94/347/395/56477/10391/10395/133584/2042/8322/182/3791/4739/8829/79834/81848/7010/5212",18
"GO:0060419","GO:0060419","heart growth","11/622","100/18614",0.000508309705184635,0.00702805845934454,0.00562119063549005,"1848/2247/2735/2931/57493/3479/221476/1901/6909/7048/7049",11
"GO:0010463","GO:0010463","mesenchymal cell proliferation","7/622","43/18614",0.000508733454161669,0.00702805845934454,0.00562119063549005,"8642/2252/3791/4487/5154/6909/7048",7
"GO:0060412","GO:0060412","ventricular septum morphogenesis","7/622","43/18614",0.000508733454161669,0.00702805845934454,0.00562119063549005,"187/23462/4846/9353/6586/7048/7049",7
"GO:0009880","GO:0009880","embryonic pattern specification","9/622","70/18614",0.000517486421597991,0.00712698222483879,0.00570031196714094,"28514/9573/4211/4212/4222/4223/8829/6997/7704",9
"GO:0043406","GO:0043406","positive regulation of MAP kinase activity","12/622","117/18614",0.000546568908035708,0.00750442463916512,0.00600219843793814,"150/153090/1908/2247/2321/8322/2690/3357/5154/80310/23328/6997",12
"GO:0007568","GO:0007568","aging","15/622","169/18614",0.000561739869272864,0.00768913655922122,0.00614993496023502,"347/552/1028/1284/1910/2247/2353/4303/2931/9365/3861/5179/6185/7048/8626",15
"GO:0001894","GO:0001894","tissue homeostasis","20/622","263/18614",0.00056559125338448,0.00769479164179007,0.00615445801555149,"482/947/64072/1003/7122/54360/90952/2149/2623/58494/83700/3908/167691/9079/51599/4846/58503/5166/5175/1901",20
"GO:0060249","GO:0060249","anatomical structure homeostasis","20/622","263/18614",0.00056559125338448,0.00769479164179007,0.00615445801555149,"482/947/64072/1003/7122/54360/90952/2149/2623/58494/83700/3908/167691/9079/51599/4846/58503/5166/5175/1901",20
"GO:0003208","GO:0003208","cardiac ventricle morphogenesis","9/622","71/18614",0.000575364125277503,0.00780402977194576,0.00624182899543472,"54567/2022/2931/57493/23462/182/4887/7048/7049",9
"GO:0035115","GO:0035115","embryonic forelimb morphogenesis","6/622","32/18614",0.000586364598756559,0.00792920829013401,0.00634194943670236,"8854/60529/775/3235/4487/8626",6
"GO:0001503","GO:0001503","ossification","28/622","429/18614",0.000613946797461168,0.00827718634167527,0.00662026968346681,"92/7123/8642/50846/1959/2247/2623/2662/2735/2736/3082/3199/3399/3479/3481/285313/182/3726/9365/4038/5179/91461/5764/1901/63923/8626/7424/7704",28
"GO:0045444","GO:0045444","fat cell differentiation","19/622","246/18614",0.000637726637326887,0.00857196525127672,0.00685604012501578,"221395/84159/10124/83643/65989/64641/1959/2308/2487/2662/9573/182/9314/84935/3164/63976/862/7704/7538",19
"GO:0001755","GO:0001755","neural crest cell migration","8/622","58/18614",0.000652423613087043,0.00874325776101079,0.0069930435175198,"1908/1910/3357/8829/56920/9037/57556/10501",8
"GO:0042692","GO:0042692","muscle cell differentiation","27/622","410/18614",0.000666861823175458,0.00891007021054732,0.00712646366259146,"11096/287/187/552/4856/1465/28514/1910/1948/2022/4303/2931/23462/3479/3481/8516/58494/3908/4487/4629/5239/221476/64091/10266/150572/284612/6909",27
"GO:0001837","GO:0001837","epithelial to mesenchymal transition","15/622","172/18614",0.000675159794415974,0.00896740427242107,0.00717232066471569,"153090/2022/2042/23462/3082/3479/54756/182/4487/4855/10252/10253/7048/7049/7148",15
"GO:0048015","GO:0048015","phosphatidylinositol-mediated signaling","15/622","172/18614",0.000675159794415974,0.00896740427242107,0.00717232066471569,"153090/2149/2247/2321/3082/3357/3479/3791/5154/80310/375033/80243/5649/6403/7010",15
"GO:0010720","GO:0010720","positive regulation of cell development","28/622","432/18614",0.000683944888383221,0.00905477507057457,0.00724220168736751,"1003/7122/85458/1959/1960/2247/2353/8322/2670/57165/2736/90865/57611/4131/4739/4803/8829/5139/5764/5649/9037/85358/9353/6692/54997/7048/7424/7704",28
